"barcode","dataset","PAX8","GATA3","ESR1"
"TCGA-AR-A0TT-01A-31R-A084-07","BRCA.mRNA",0.306,2.474125,2.87625
"TCGA-AR-A0TU-01A-31R-A109-07","BRCA.mRNA",-0.73575,-0.71925,-0.406333333333333
"TCGA-AR-A0TV-01A-21R-A084-07","BRCA.mRNA",-0.7225,1.9925,5.921
"TCGA-AR-A0TW-01A-11R-A084-07","BRCA.mRNA",-0.52125,2.352375,2.375
"TCGA-AR-A0TX-01A-11R-A084-07","BRCA.mRNA",-0.83125,1.218875,-1.48925
"TCGA-AR-A0TY-01A-12R-A115-07","BRCA.mRNA",-0.8165,1.585625,4.39525
"TCGA-AR-A0TZ-01A-12R-A084-07","BRCA.mRNA",-1.066,3.293375,3.5585
"TCGA-AR-A0U0-01A-11R-A109-07","BRCA.mRNA",-0.1825,-3.10275,-3.20883333333333
"TCGA-AR-A0U2-01A-11R-A109-07","BRCA.mRNA",-0.11975,1.864375,2.33291666666667
"TCGA-AR-A0U3-01A-11R-A109-07","BRCA.mRNA",0.93975,2.77875,4.94308333333333
"TCGA-AR-A0U4-01A-11R-A109-07","BRCA.mRNA",0.279,-1.232125,-1.5095
"TCGA-AR-A1AH-01A-11R-A12D-07","BRCA.mRNA",-1.11525,-0.5285,-4.69925
"TCGA-AR-A1AI-01A-11R-A12P-07","BRCA.mRNA",-0.4815,-0.768,-0.205583333333333
"TCGA-AR-A1AJ-01A-21R-A12P-07","BRCA.mRNA",0.65025,-0.67325,-1.22208333333333
"TCGA-AR-A1AK-01A-21R-A12P-07","BRCA.mRNA",0.62725,1.66825,3.06733333333333
"TCGA-AR-A1AL-01A-21R-A12P-07","BRCA.mRNA",0.01225,1.38825,3.06183333333333
"TCGA-AR-A1AN-01A-11R-A12P-07","BRCA.mRNA",-0.00725000000000001,1.221875,2.84083333333333
"TCGA-AR-A1AO-01A-11R-A12P-07","BRCA.mRNA",-0.0115,-1.234375,-0.34
"TCGA-AR-A1AP-01A-11R-A12P-07","BRCA.mRNA",-1.2265,2.418875,3.641
"TCGA-AR-A1AQ-01A-11R-A12P-07","BRCA.mRNA",-0.1695,-0.40875,-1.56633333333333
"TCGA-AR-A1AR-01A-31R-A137-07","BRCA.mRNA",-0.274,-0.15525,-0.62475
"TCGA-AR-A1AS-01A-11R-A12P-07","BRCA.mRNA",-2.1795,1.72425,4.15225
"TCGA-AR-A1AT-01A-11R-A12P-07","BRCA.mRNA",0.13225,1.3145,1.43533333333333
"TCGA-AR-A1AU-01A-11R-A12P-07","BRCA.mRNA",1.122,1.35925,2.94041666666667
"TCGA-AR-A1AV-01A-21R-A12P-07","BRCA.mRNA",-0.4625,1.56525,3.24025
"TCGA-AR-A1AW-01A-21R-A12P-07","BRCA.mRNA",0.02625,1.564875,4.48275
"TCGA-AR-A1AX-01A-11R-A12P-07","BRCA.mRNA",0.05325,1.152375,2.63966666666667
"TCGA-AR-A1AY-01A-21R-A12P-07","BRCA.mRNA",0.67175,-2.38375,-0.937916666666667
"TCGA-B6-A0I2-01A-11R-A034-07","BRCA.mRNA",0.381333333333333,-2.087375,1.45391666666667
"TCGA-B6-A0I5-01A-11R-A034-07","BRCA.mRNA",-0.719,2.6605,2.62733333333333
"TCGA-B6-A0I6-01A-11R-A034-07","BRCA.mRNA",1.22733333333333,-3.80825,-3.56966666666667
"TCGA-B6-A0I8-01A-11R-A034-07","BRCA.mRNA",-0.4655,1.64125,2.50641666666667
"TCGA-B6-A0I9-01A-11R-A034-07","BRCA.mRNA",0.61575,1.898625,4.03466666666667
"TCGA-B6-A0IA-01A-11R-A034-07","BRCA.mRNA",0.10525,2.507,3.49133333333333
"TCGA-B6-A0IB-01A-11R-A034-07","BRCA.mRNA",0.012,2.52325,4.66558333333333
"TCGA-B6-A0IC-01A-11R-A034-07","BRCA.mRNA",-0.22375,2.378,5.18166666666667
"TCGA-B6-A0IE-01A-11R-A034-07","BRCA.mRNA",0.38125,1.360875,2.08425
"TCGA-B6-A0IG-01A-11R-A034-07","BRCA.mRNA",0.10825,2.597,3.3165
"TCGA-B6-A0IH-01A-11R-A115-07","BRCA.mRNA",-0.9145,2.538875,3.15675
"TCGA-B6-A0IJ-01A-11R-A034-07","BRCA.mRNA",1.21966666666667,-1.99325,-0.345333333333333
"TCGA-B6-A0IK-01A-12R-A056-07","BRCA.mRNA",-1.4255,-0.133125,-2.18083333333333
"TCGA-B6-A0IM-01A-11R-A034-07","BRCA.mRNA",-0.269,2.46625,4.98825
"TCGA-B6-A0IN-01A-11R-A034-07","BRCA.mRNA",-0.4135,1.104875,3.72958333333333
"TCGA-B6-A0IO-01A-11R-A034-07","BRCA.mRNA",-0.091,2.334125,5.31366666666667
"TCGA-B6-A0IP-01A-11R-A034-07","BRCA.mRNA",0.9695,2.14075,4.9665
"TCGA-B6-A0IQ-01A-11R-A034-07","BRCA.mRNA",0.5275,-0.547375,-3.69608333333333
"TCGA-B6-A0RE-01A-11R-A056-07","BRCA.mRNA",0.17,0.444875,-1.12166666666667
"TCGA-B6-A0RG-01A-11R-A056-07","BRCA.mRNA",-1.2785,3.111125,4.15408333333333
"TCGA-B6-A0RH-01A-21R-A115-07","BRCA.mRNA",-0.91775,2.1335,2.006
"TCGA-B6-A0RI-01A-11R-A056-07","BRCA.mRNA",0.12525,2.24575,3.91041666666667
"TCGA-B6-A0RL-01A-11R-A084-07","BRCA.mRNA",0.9845,3.48275,5.48458333333333
"TCGA-B6-A0RM-01A-11R-A084-07","BRCA.mRNA",-0.504,2.932,5.65091666666667
"TCGA-B6-A0RN-01A-12R-A084-07","BRCA.mRNA",0.35675,2.872,3.5475
"TCGA-B6-A0RO-01A-22R-A084-07","BRCA.mRNA",-0.7955,1.481625,4.76575
"TCGA-B6-A0RP-01A-21R-A084-07","BRCA.mRNA",0.624,2.205875,5.07025
"TCGA-B6-A0RQ-01A-11R-A115-07","BRCA.mRNA",-0.59575,1.463375,2.99591666666667
"TCGA-B6-A0RS-01A-11R-A084-07","BRCA.mRNA",-0.6495,0.942875,-3.60783333333333
"TCGA-B6-A0RT-01A-21R-A084-07","BRCA.mRNA",-0.058,-0.69175,-1.83325
"TCGA-B6-A0RU-01A-11R-A084-07","BRCA.mRNA",-0.36225,-1.36025,-0.53125
"TCGA-B6-A0RV-01A-11R-A084-07","BRCA.mRNA",-0.683,1.87475,4.50216666666667
"TCGA-B6-A0WS-01A-11R-A115-07","BRCA.mRNA",0.5075,2.615375,4.43725
"TCGA-B6-A0WT-01A-11R-A109-07","BRCA.mRNA",0.55925,1.897125,3.114
"TCGA-B6-A0WV-01A-11R-A109-07","BRCA.mRNA",0.709,2.64725,4.9255
"TCGA-B6-A0WW-01A-11R-A109-07","BRCA.mRNA",0.97525,1.886,4.709
"TCGA-B6-A0WX-01A-11R-A109-07","BRCA.mRNA",-0.63475,-1.38775,-2.741
"TCGA-B6-A0WY-01A-11R-A109-07","BRCA.mRNA",-0.4845,1.623875,2.10666666666667
"TCGA-B6-A0WZ-01A-11R-A109-07","BRCA.mRNA",-0.089,2.0375,4.262
"TCGA-B6-A0X0-01A-21R-A115-07","BRCA.mRNA",0.23775,2.5735,3.30975
"TCGA-B6-A0X1-01A-11R-A109-07","BRCA.mRNA",0.921,-0.7675,0.7505
"TCGA-B6-A0X4-01A-11R-A109-07","BRCA.mRNA",-0.614,2.653625,4.25466666666667
"TCGA-B6-A0X5-01A-21R-A109-07","BRCA.mRNA",-0.60125,1.903,4.76058333333333
"TCGA-B6-A0X7-01A-11R-A10J-07","BRCA.mRNA",0.35025,2.9905,3.7495
"TCGA-BH-A0AU-11A-11R-A12P-07","BRCA.mRNA",-0.24875,0.117625,2.63766666666667
"TCGA-BH-A0AU-01A-11R-A12P-07","BRCA.mRNA",-0.02825,1.532875,3.4255
"TCGA-BH-A0AV-01A-31R-A115-07","BRCA.mRNA",-1.64375,-3.81625,-3.60883333333333
"TCGA-BH-A0AW-01A-11R-A056-07","BRCA.mRNA",0.179,0.4635,-0.598583333333333
"TCGA-BH-A0AY-11A-23R-A089-07","BRCA.mRNA",-0.38975,0.442125,3.41675
"TCGA-BH-A0AY-01A-21R-A00Z-07","BRCA.mRNA",-0.41975,2.022125,2.68983333333333
"TCGA-BH-A0AZ-01A-21R-A12P-07","BRCA.mRNA",-0.360666666666667,2.44675,2.28466666666667
"TCGA-BH-A0B0-01A-21R-A115-07","BRCA.mRNA",-0.984,2.397375,2.85608333333333
"TCGA-BH-A0B1-01A-12R-A056-07","BRCA.mRNA",0.679,2.068625,4.24675
"TCGA-BH-A0B3-11B-21R-A089-07","BRCA.mRNA",-0.7405,1.576875,3.55033333333333
"TCGA-BH-A0B3-01A-11R-A056-07","BRCA.mRNA",-0.675,-0.138,-1.63091666666667
"TCGA-BH-A0B4-01A-11R-A00Z-07","BRCA.mRNA",-1.057,1.86375,3.65433333333333
"TCGA-BH-A0B5-11A-23R-A12P-07","BRCA.mRNA",0.68,-3.234625,-0.422666666666667
"TCGA-BH-A0B5-01A-11R-A12P-07","BRCA.mRNA",-0.56825,2.021625,2.35958333333333
"TCGA-BH-A0B7-11A-34R-A115-07","BRCA.mRNA",-0.583,-0.337625,2.32525
"TCGA-BH-A0B7-01A-12R-A115-07","BRCA.mRNA",-0.2845,0.64825,-2.40875
"TCGA-BH-A0B8-11A-41R-A089-07","BRCA.mRNA",-0.26075,-2.31625,0.426666666666667
"TCGA-BH-A0B8-01A-21R-A056-07","BRCA.mRNA",0.67575,2.630375,4.94616666666667
"TCGA-BH-A0B9-01A-11R-A056-07","BRCA.mRNA",-1.1055,-2.58225,-3.23975
"TCGA-BH-A0BA-11A-22R-A089-07","BRCA.mRNA",0.1845,0.0645,2.92408333333333
"TCGA-BH-A0BA-01A-11R-A056-07","BRCA.mRNA",-1.09775,2.29875,3.5515
"TCGA-BH-A0BC-11A-22R-A089-07","BRCA.mRNA",-0.0375,-0.496375,2.31741666666667
"TCGA-BH-A0BC-01A-22R-A084-07","BRCA.mRNA",0.51725,1.828375,4.50883333333333
"TCGA-BH-A0BD-01A-11R-A034-07","BRCA.mRNA",-0.09675,2.478125,2.88883333333333
"TCGA-BH-A0BF-01A-21R-A12P-07","BRCA.mRNA",-0.20275,1.227125,1.29725
"TCGA-BH-A0BG-01A-11R-A115-07","BRCA.mRNA",1.11125,-2.0325,-2.72033333333333
"TCGA-BH-A0BJ-11A-23R-A089-07","BRCA.mRNA",0.338333333333333,1.008,1.392
"TCGA-BH-A0BJ-01A-11R-A056-07","BRCA.mRNA",-0.21425,2.17125,2.90333333333333
"TCGA-BH-A0BL-01A-11R-A115-07","BRCA.mRNA",-1.24975,-0.282,-1.89841666666667
"TCGA-BH-A0BM-11A-12R-A089-07","BRCA.mRNA",-0.384,1.28425,2.88808333333333
"TCGA-BH-A0BM-01A-11R-A056-07","BRCA.mRNA",-0.842666666666667,2.48625,3.01875
"TCGA-BH-A0BO-01A-23R-A12D-07","BRCA.mRNA",-0.667,0.183625,3.90575
"TCGA-BH-A0BP-01A-11R-A115-07","BRCA.mRNA",-1.55025,1.10275,4.239
"TCGA-BH-A0BQ-11A-33R-A115-07","BRCA.mRNA",0.0495,0.511875,1.24416666666667
"TCGA-BH-A0BQ-01A-21R-A115-07","BRCA.mRNA",0.17475,2.26775,2.93633333333333
"TCGA-BH-A0BR-01A-21R-A115-07","BRCA.mRNA",-0.72325,1.592375,1.05483333333333
"TCGA-BH-A0BS-11A-11R-A12P-07","BRCA.mRNA",-0.880333333333333,0.92125,2.84216666666667
"TCGA-BH-A0BS-01A-11R-A12P-07","BRCA.mRNA",0.77825,2.069125,3.34025
"TCGA-BH-A0BT-01A-11R-A12P-07","BRCA.mRNA",-1.27566666666667,2.49675,5.00691666666667
"TCGA-BH-A0BV-11A-31R-A089-07","BRCA.mRNA",-0.419,1.251875,2.35591666666667
"TCGA-BH-A0BV-01A-11R-A00Z-07","BRCA.mRNA",-0.9685,2.27675,4.5025
"TCGA-BH-A0BW-11A-12R-A115-07","BRCA.mRNA",0.12325,-0.236375,1.4995
"TCGA-BH-A0BW-01A-11R-A115-07","BRCA.mRNA",-0.59625,-1.131375,-0.699
"TCGA-BH-A0BZ-11A-61R-A12P-07","BRCA.mRNA",-0.4015,0.26675,2.79958333333333
"TCGA-BH-A0BZ-01A-31R-A12P-07","BRCA.mRNA",-0.7205,0.64625,3.02866666666667
"TCGA-BH-A0C0-11A-21R-A089-07","BRCA.mRNA",-0.0425,0.8315,3.46266666666667
"TCGA-BH-A0C0-01A-21R-A056-07","BRCA.mRNA",-0.66325,2.249875,3.93658333333333
"TCGA-BH-A0C1-01B-11R-A12D-07","BRCA.mRNA",-0.0585,2.009875,3.13541666666667
"TCGA-BH-A0C3-11A-23R-A12P-07","BRCA.mRNA",-0.11525,-0.16525,1.87725
"TCGA-BH-A0C3-01A-21R-A12P-07","BRCA.mRNA",-0.235,-0.572125,2.40116666666667
"TCGA-BH-A0C7-01B-11R-A115-07","BRCA.mRNA",-0.5395,2.596125,4.73575
"TCGA-BH-A0DD-11A-23R-A12P-07","BRCA.mRNA",0.95825,-3.3595,0.655
"TCGA-BH-A0DD-01A-31R-A12P-07","BRCA.mRNA",0.8265,2.394,4.31216666666667
"TCGA-BH-A0DE-01A-11R-A115-07","BRCA.mRNA",0.472,1.4705,3.40125
"TCGA-BH-A0DG-01A-21R-A12P-07","BRCA.mRNA",-1.222,1.63175,2.64091666666667
"TCGA-BH-A0DH-11A-31R-A089-07","BRCA.mRNA",0.148,0.20275,3.10316666666667
"TCGA-BH-A0DH-01A-11R-A084-07","BRCA.mRNA",0.70925,2.3195,3.8235
"TCGA-BH-A0DI-01A-21R-A12P-07","BRCA.mRNA",-0.5625,1.21325,2.24608333333333
"TCGA-BH-A0DK-11A-13R-A089-07","BRCA.mRNA",0.142,0.537875,2.71258333333333
"TCGA-BH-A0DK-01A-21R-A056-07","BRCA.mRNA",0.5145,2.305375,3.0485
"TCGA-BH-A0DL-11A-13R-A115-07","BRCA.mRNA",-1.0945,0.6205,2.32183333333333
"TCGA-BH-A0DL-01A-11R-A115-07","BRCA.mRNA",-0.94025,-0.7945,1.35441666666667
"TCGA-BH-A0DO-11A-22R-A12D-07","BRCA.mRNA",-0.3535,0.43975,2.55483333333333
"TCGA-BH-A0DO-01B-11R-A12D-07","BRCA.mRNA",0.38225,1.71375,4.995
"TCGA-BH-A0DP-11A-12R-A089-07","BRCA.mRNA",-0.3345,1.055,3.52525
"TCGA-BH-A0DP-01A-21R-A056-07","BRCA.mRNA",-0.80175,2.539375,4.15366666666667
"TCGA-BH-A0DQ-11A-12R-A089-07","BRCA.mRNA",-0.42875,0.483375,2.56633333333333
"TCGA-BH-A0DQ-01A-11R-A084-07","BRCA.mRNA",-0.35575,2.199625,3.04483333333333
"TCGA-BH-A0DS-01A-11R-A056-07","BRCA.mRNA",-0.46875,2.237125,3.82483333333333
"TCGA-BH-A0DT-11A-12R-A12D-07","BRCA.mRNA",1.20475,0.305125,2.48733333333333
"TCGA-BH-A0DT-01A-21R-A12D-07","BRCA.mRNA",1.085,2.142125,3.25566666666667
"TCGA-BH-A0DV-11A-22R-A12P-07","BRCA.mRNA",-0.8585,0.52825,1.2165
"TCGA-BH-A0DX-01A-11R-A115-07","BRCA.mRNA",-0.3595,2.023625,4.54691666666667
"TCGA-BH-A0DZ-11A-22R-A089-07","BRCA.mRNA",-0.000500000000000001,0.551,1.18808333333333
"TCGA-BH-A0DZ-01A-11R-A00Z-07","BRCA.mRNA",0.05925,1.416875,1.2625
"TCGA-BH-A0E0-11A-13R-A089-07","BRCA.mRNA",-0.90875,0.85425,1.4925
"TCGA-BH-A0E0-01A-11R-A056-07","BRCA.mRNA",-0.381,0.583,-1.96883333333333
"TCGA-BH-A0E1-11A-13R-A089-07","BRCA.mRNA",-0.61875,0.503375,2.06083333333333
"TCGA-BH-A0E1-01A-11R-A056-07","BRCA.mRNA",-0.9275,1.97975,3.601
"TCGA-BH-A0E2-01A-11R-A056-07","BRCA.mRNA",-0.9275,2.968375,3.37425
"TCGA-BH-A0E6-01A-11R-A034-07","BRCA.mRNA",-0.191,0.37475,-0.621
"TCGA-BH-A0E7-01A-11R-A034-07","BRCA.mRNA",0.22075,2.4945,4.83825
"TCGA-BH-A0E9-01B-11R-A115-07","BRCA.mRNA",-0.913,2.481125,4.3205
"TCGA-BH-A0EA-01A-11R-A115-07","BRCA.mRNA",1.213,3.87625,3.70991666666667
"TCGA-BH-A0EB-01A-11R-A034-07","BRCA.mRNA",0.64975,2.523375,5.12925
"TCGA-BH-A0EE-01A-11R-A034-07","BRCA.mRNA",-0.0785,-1.164625,-0.954166666666667
"TCGA-BH-A0EI-01A-11R-A115-07","BRCA.mRNA",0.16575,2.871375,3.38208333333333
"TCGA-BH-A0GY-01A-11R-A056-07","BRCA.mRNA",0.3365,1.823125,2.41125
"TCGA-BH-A0GZ-01A-11R-A056-07","BRCA.mRNA",-0.637,2.162,4.69691666666667
"TCGA-BH-A0H0-01A-11R-A056-07","BRCA.mRNA",-0.24175,2.64125,3.92033333333333
"TCGA-BH-A0H3-01A-11R-A12P-07","BRCA.mRNA",0.203,2.68275,2.11283333333333
"TCGA-BH-A0H5-11A-62R-A115-07","BRCA.mRNA",-1.552,1.23,2.78041666666667
"TCGA-BH-A0H5-01A-21R-A115-07","BRCA.mRNA",-1.23725,1.54275,3.17866666666667
"TCGA-BH-A0H6-01A-21R-A056-07","BRCA.mRNA",-1.058,1.663375,3.83758333333333
"TCGA-BH-A0H7-11A-13R-A089-07","BRCA.mRNA",0.05175,0.59875,3.44408333333333
"TCGA-BH-A0H7-01A-13R-A056-07","BRCA.mRNA",-0.42825,1.187375,3.13308333333333
"TCGA-BH-A0H9-11A-22R-A089-07","BRCA.mRNA",-0.34975,-3.08825,0.644
"TCGA-BH-A0H9-01A-11R-A056-07","BRCA.mRNA",-0.41525,2.389125,4.28891666666667
"TCGA-BH-A0HA-11A-31R-A12P-07","BRCA.mRNA",-0.68975,0.35775,2.47916666666667
"TCGA-BH-A0HA-01A-11R-A12P-07","BRCA.mRNA",1.69775,2.64875,2.89841666666667
"TCGA-BH-A0HB-01A-11R-A056-07","BRCA.mRNA",0.455333333333333,2.0645,5.12566666666667
"TCGA-BH-A0HF-01A-11R-A056-07","BRCA.mRNA",-0.97425,1.811875,4.35558333333333
"TCGA-BH-A0HI-01A-11R-A084-07","BRCA.mRNA",-0.9565,2.14075,4.92508333333333
"TCGA-BH-A0HK-11A-11R-A089-07","BRCA.mRNA",-0.61675,0.516,2.95158333333333
"TCGA-BH-A0HK-01A-11R-A056-07","BRCA.mRNA",-1.04425,2.50575,3.7835
"TCGA-BH-A0HO-01A-11R-A034-07","BRCA.mRNA",0.05,1.487125,3.28316666666667
"TCGA-BH-A0HP-01A-12R-A084-07","BRCA.mRNA",-0.427,2.089375,4.02591666666667
"TCGA-BH-A0HQ-01A-11R-A034-07","BRCA.mRNA",-0.2655,2.010375,4.43225
"TCGA-BH-A0HU-01A-11R-A034-07","BRCA.mRNA",-0.735333333333334,1.296375,3.37541666666667
"TCGA-BH-A0HW-01A-11R-A034-07","BRCA.mRNA",0.352,2.47925,5.04133333333333
"TCGA-BH-A0HX-01A-21R-A056-07","BRCA.mRNA",-0.6335,2.279375,3.46758333333333
"TCGA-BH-A0HY-01A-11R-A056-07","BRCA.mRNA",-0.80175,1.207625,3.41191666666667
"TCGA-BH-A0RX-01A-21R-A084-07","BRCA.mRNA",-0.06475,0.0315,0.187
"TCGA-BH-A0W3-01A-11R-A109-07","BRCA.mRNA",0.61425,1.984125,5.3045
"TCGA-BH-A0W4-01A-11R-A109-07","BRCA.mRNA",-1.05775,2.77425,2.69733333333333
"TCGA-BH-A0W5-01A-11R-A109-07","BRCA.mRNA",0.5015,1.7285,4.13025
"TCGA-BH-A0W7-01A-11R-A115-07","BRCA.mRNA",-0.91,1.70625,2.03983333333333
"TCGA-BH-A0WA-01A-11R-A109-07","BRCA.mRNA",-0.49125,-3.226625,-3.3465
"TCGA-BH-A18F-01A-11R-A12D-07","BRCA.mRNA",0.90375,1.614625,2.48508333333333
"TCGA-BH-A18G-01A-11R-A12D-07","BRCA.mRNA",-0.795,0.6325,-2.58191666666667
"TCGA-BH-A18H-01A-11R-A12D-07","BRCA.mRNA",-0.63775,1.290875,4.06541666666667
"TCGA-BH-A18I-01A-11R-A12D-07","BRCA.mRNA",-0.62225,2.5085,3.0855
"TCGA-BH-A18J-11A-31R-A12D-07","BRCA.mRNA",-0.390333333333333,-0.3555,1.38741666666667
"TCGA-BH-A18J-01A-11R-A12D-07","BRCA.mRNA",0.11275,2.249125,2.61433333333333
"TCGA-BH-A18K-11A-13R-A12D-07","BRCA.mRNA",0.3485,0.966875,1.66091666666667
"TCGA-BH-A18K-01A-11R-A12D-07","BRCA.mRNA",0.4505,-1.011875,-1.54441666666667
"TCGA-BH-A18L-11A-42R-A12D-07","BRCA.mRNA",0.41725,0.769875,3.41433333333333
"TCGA-BH-A18L-01A-32R-A12D-07","BRCA.mRNA",-0.747,1.34175,4.23408333333333
"TCGA-BH-A18M-11A-33R-A12D-07","BRCA.mRNA",-0.6795,0.13775,2.13925
"TCGA-BH-A18M-01A-11R-A12D-07","BRCA.mRNA",-0.21675,1.00375,3.039
"TCGA-BH-A18N-11A-43R-A12D-07","BRCA.mRNA",-0.626,0.404125,3.33941666666667
"TCGA-BH-A18N-01A-11R-A12D-07","BRCA.mRNA",1,2.01125,5.36991666666667
"TCGA-BH-A18P-11A-43R-A12D-07","BRCA.mRNA",-0.328,0.222125,2.0235
"TCGA-BH-A18P-01A-11R-A12D-07","BRCA.mRNA",-0.2955,2.051125,1.46108333333333
"TCGA-BH-A18Q-11A-34R-A12D-07","BRCA.mRNA",-0.8595,1.215625,2.68266666666667
"TCGA-BH-A18Q-01A-12R-A12D-07","BRCA.mRNA",-0.03975,-1.48875,-2.04833333333333
"TCGA-BH-A18R-11A-42R-A12D-07","BRCA.mRNA",-0.59725,0.0855,3.11925
"TCGA-BH-A18R-01A-11R-A12D-07","BRCA.mRNA",-0.26575,2.276125,0.502
"TCGA-BH-A18S-11A-43R-A12D-07","BRCA.mRNA",0.20525,-0.015625,2.90725
"TCGA-BH-A18S-01A-11R-A12D-07","BRCA.mRNA",0.77075,2.751875,4.58083333333333
"TCGA-BH-A18T-01A-11R-A12D-07","BRCA.mRNA",0.06975,1.932625,3.00158333333333
"TCGA-BH-A18U-11A-23R-A12D-07","BRCA.mRNA",0.584,0.03125,3.03416666666667
"TCGA-BH-A18U-01A-21R-A12D-07","BRCA.mRNA",0.42975,1.67825,3.47975
"TCGA-BH-A18V-11A-52R-A12D-07","BRCA.mRNA",-0.69925,0.365375,1.689
"TCGA-BH-A18V-01A-11R-A12D-07","BRCA.mRNA",-0.296,-2.178875,-1.49291666666667
"TCGA-BH-A1EO-11A-31R-A137-07","BRCA.mRNA",0.21525,-3.446625,-0.474583333333333
"TCGA-BH-A1EO-01A-11R-A137-07","BRCA.mRNA",-0.17975,1.39125,3.734
"TCGA-BH-A1ES-01A-11R-A137-07","BRCA.mRNA",-0.41875,2.237125,3.58525
"TCGA-BH-A1ET-11B-23R-A137-07","BRCA.mRNA",-0.12225,0.657375,2.23333333333333
"TCGA-BH-A1ET-01A-11R-A137-07","BRCA.mRNA",-0.5745,2.574375,4.73833333333333
"TCGA-BH-A1EU-11A-23R-A137-07","BRCA.mRNA",-1.317,0.01,2.9355
"TCGA-BH-A1EU-01A-11R-A137-07","BRCA.mRNA",0.46,1.529875,4.55716666666667
"TCGA-BH-A1EV-01A-11R-A137-07","BRCA.mRNA",-0.03175,1.9105,2.87133333333333
"TCGA-BH-A1EW-11B-33R-A137-07","BRCA.mRNA",-0.771,0.3135,3.11566666666667
"TCGA-BH-A1EW-01A-11R-A137-07","BRCA.mRNA",-0.2655,1.51075,2.85058333333333
"TCGA-BH-A1F0-11B-23R-A137-07","BRCA.mRNA",-0.815,0.2335,2.37425
"TCGA-BH-A1F0-01A-11R-A137-07","BRCA.mRNA",-0.7355,-2.970125,-1.65875
"TCGA-C8-A12K-01A-21R-A115-07","BRCA.mRNA",-0.5025,-1.502625,0.637666666666667
"TCGA-C8-A12L-01A-11R-A115-07","BRCA.mRNA",-0.67675,-0.696875,-0.8125
"TCGA-C8-A12M-01A-11R-A115-07","BRCA.mRNA",0.7655,3.4275,5.08916666666667
"TCGA-C8-A12N-01A-11R-A115-07","BRCA.mRNA",-1.508,2.95175,3.86333333333333
"TCGA-C8-A12O-01A-11R-A115-07","BRCA.mRNA",0.3995,0.19925,2.93733333333333
"TCGA-C8-A12P-01A-11R-A115-07","BRCA.mRNA",0.404,-3.538125,-3.06258333333333
"TCGA-C8-A12Q-01A-11R-A115-07","BRCA.mRNA",0.0855,0.361,-0.833
"TCGA-C8-A12T-01A-11R-A115-07","BRCA.mRNA",-1.246,1.99325,1.85425
"TCGA-C8-A12U-01A-11R-A115-07","BRCA.mRNA",-0.18525,2.425125,2.423
"TCGA-C8-A12V-01A-11R-A115-07","BRCA.mRNA",0.46525,-1.074875,-1.13358333333333
"TCGA-C8-A12W-01A-11R-A115-07","BRCA.mRNA",0.28925,2.067875,2.54733333333333
"TCGA-C8-A12X-01A-11R-A115-07","BRCA.mRNA",-0.22725,3.001875,4.42533333333333
"TCGA-C8-A12Y-01A-11R-A12D-07","BRCA.mRNA",-0.656,1.836375,3.20291666666667
"TCGA-C8-A12Z-01A-11R-A115-07","BRCA.mRNA",0.16975,1.090125,-2.80033333333333
"TCGA-C8-A130-01A-31R-A115-07","BRCA.mRNA",0.2065,1.045875,2.82866666666667
"TCGA-C8-A131-01A-11R-A115-07","BRCA.mRNA",0.9245,-0.70025,-2.55533333333333
"TCGA-C8-A132-01A-31R-A115-07","BRCA.mRNA",-0.279,1.505625,4.09816666666667
"TCGA-C8-A133-01A-32R-A12D-07","BRCA.mRNA",-0.31325,2.975375,3.94991666666667
"TCGA-C8-A134-01A-11R-A115-07","BRCA.mRNA",-0.7265,-1.124,-2.39008333333333
"TCGA-C8-A135-01A-11R-A115-07","BRCA.mRNA",0.08925,-0.359375,-2.53816666666667
"TCGA-C8-A137-01A-11R-A115-07","BRCA.mRNA",-0.5455,1.673,-0.809
"TCGA-C8-A138-01A-11R-A115-07","BRCA.mRNA",-0.445666666666667,2.19025,0.636583333333333
"TCGA-C8-A1HF-01A-11R-A137-07","BRCA.mRNA",-0.71025,1.233875,0.941166666666667
"TCGA-C8-A1HG-01A-11R-A137-07","BRCA.mRNA",-0.29125,1.006375,3.75175
"TCGA-C8-A1HI-01A-11R-A137-07","BRCA.mRNA",0.418,2.051,3.10233333333333
"TCGA-C8-A1HL-01A-11R-A137-07","BRCA.mRNA",0.33775,1.687,2.12591666666667
"TCGA-C8-A1HM-01A-12R-A137-07","BRCA.mRNA",0.411,1.837,4.85333333333333
"TCGA-C8-A1HN-01A-11R-A137-07","BRCA.mRNA",0.802,2.455625,4.80333333333333
"TCGA-D8-A13Y-01A-11R-A115-07","BRCA.mRNA",0.67075,-1.038625,2.54783333333333
"TCGA-D8-A13Z-01A-11R-A115-07","BRCA.mRNA",-0.0615,-3.908875,-2.90616666666667
"TCGA-D8-A140-01A-11R-A115-07","BRCA.mRNA",-0.863,2.718875,4.19991666666667
"TCGA-D8-A141-01A-11R-A115-07","BRCA.mRNA",-0.8255,1.586125,2.77408333333333
"TCGA-D8-A142-01A-11R-A115-07","BRCA.mRNA",0.99525,-1.39225,-2.38608333333333
"TCGA-D8-A143-01A-11R-A115-07","BRCA.mRNA",-0.78375,-2.502375,-3.8335
"TCGA-D8-A145-01A-11R-A115-07","BRCA.mRNA",-0.701,2.379875,4.14608333333333
