"barcode","dataset","PAX8","GATA3","ESR1"
"TCGA-D8-A146-01A-31R-A115-07","BRCA.mRNA",0.4805,2.232625,4.77975
"TCGA-D8-A147-01A-11R-A115-07","BRCA.mRNA",-0.11075,-3.499625,-3.26975
"TCGA-E2-A105-01A-11R-A10J-07","BRCA.mRNA",-0.805,2.419,5.44366666666667
"TCGA-E2-A106-01A-11R-A10J-07","BRCA.mRNA",-0.48725,2.394,4.41558333333333
"TCGA-E2-A107-01A-11R-A10J-07","BRCA.mRNA",-0.59925,2.38775,4.21583333333333
"TCGA-E2-A108-01A-13R-A10J-07","BRCA.mRNA",-0.68725,1.02575,2.0405
"TCGA-E2-A109-01A-11R-A10J-07","BRCA.mRNA",-0.457,1.81625,4.34508333333333
"TCGA-E2-A10A-01A-21R-A115-07","BRCA.mRNA",-0.615,3.546125,4.09683333333333
"TCGA-E2-A10B-01A-11R-A10J-07","BRCA.mRNA",0.05575,2.722375,4.62291666666667
"TCGA-E2-A10C-01A-21R-A10J-07","BRCA.mRNA",-0.185,1.787375,4.2255
"TCGA-E2-A10E-01A-21R-A10J-07","BRCA.mRNA",0.70375,3.1135,5.31316666666667
"TCGA-E2-A10F-01A-11R-A10J-07","BRCA.mRNA",-0.3055,2.313125,3.17416666666667
"TCGA-E2-A14N-01A-31R-A137-07","BRCA.mRNA",-0.97875,0.4115,-3.474
"TCGA-E2-A14O-01A-31R-A115-07","BRCA.mRNA",0.07,1.90875,4.36725
"TCGA-E2-A14P-01A-31R-A12D-07","BRCA.mRNA",-1.5705,0.358375,-2.43241666666667
"TCGA-E2-A14Q-01A-11R-A12D-07","BRCA.mRNA",-0.93725,2.859125,5.16191666666667
"TCGA-E2-A14R-01A-11R-A115-07","BRCA.mRNA",-0.35025,-2.518125,-3.62933333333333
"TCGA-E2-A14S-01A-11R-A12D-07","BRCA.mRNA",-0.78525,2.626875,5.13716666666667
"TCGA-E2-A14T-01A-11R-A115-07","BRCA.mRNA",0.041,2.690375,4.01366666666667
"TCGA-E2-A14V-01A-11R-A12D-07","BRCA.mRNA",-0.7605,1.543125,1.75975
"TCGA-E2-A14W-01A-11R-A12D-07","BRCA.mRNA",-0.0446666666666667,1.998375,3.7035
"TCGA-E2-A14X-01A-11R-A115-07","BRCA.mRNA",-0.777,-2.527,-0.933416666666667
"TCGA-E2-A14Y-01A-21R-A12D-07","BRCA.mRNA",-0.34875,-2.204875,-1.30558333333333
"TCGA-E2-A14Z-01A-11R-A115-07","BRCA.mRNA",-0.29775,2.57,3.50316666666667
"TCGA-E2-A150-01A-11R-A12D-07","BRCA.mRNA",-0.6215,-0.4445,-2.53141666666667
"TCGA-E2-A152-01A-11R-A12D-07","BRCA.mRNA",-2.34633333333333,1.3415,-0.3725
"TCGA-E2-A153-11A-31R-A12D-07","BRCA.mRNA",0.691,-0.192875,-0.799416666666667
"TCGA-E2-A153-01A-12R-A12D-07","BRCA.mRNA",0.40625,1.361625,2.64133333333333
"TCGA-E2-A154-01A-11R-A115-07","BRCA.mRNA",-1.43733333333333,2.954125,4.54516666666667
"TCGA-E2-A155-01A-11R-A12D-07","BRCA.mRNA",-0.78225,3.496625,4.58125
"TCGA-E2-A156-01A-11R-A12D-07","BRCA.mRNA",-0.32675,2.618625,5.60766666666667
"TCGA-E2-A158-11A-22R-A12D-07","BRCA.mRNA",-0.561,-3.894625,0.447083333333333
"TCGA-E2-A158-01A-11R-A12D-07","BRCA.mRNA",-0.68375,-2.852375,-4.19175
"TCGA-E2-A159-01A-11R-A115-07","BRCA.mRNA",-1.018,-0.957,-1.39083333333333
"TCGA-E2-A15A-06A-11R-A12D-07","BRCA.mRNA",-1.01725,1.0205,2.40475
"TCGA-E2-A15A-01A-11R-A12D-07","BRCA.mRNA",-0.71975,1.242125,2.748
"TCGA-E2-A15C-01A-31R-A12D-07","BRCA.mRNA",-0.1475,1.529625,4.642
"TCGA-E2-A15D-01A-11R-A115-07","BRCA.mRNA",0.66475,2.908375,2.66408333333333
"TCGA-E2-A15E-06A-11R-A12D-07","BRCA.mRNA",-0.6105,1.636375,3.74041666666667
"TCGA-E2-A15E-01A-11R-A12D-07","BRCA.mRNA",-1.0115,1.610375,1.97833333333333
"TCGA-E2-A15F-01A-11R-A115-07","BRCA.mRNA",-0.390333333333333,2.11025,5.00141666666667
"TCGA-E2-A15G-01A-11R-A12D-07","BRCA.mRNA",-0.063,2.94025,4.92633333333333
"TCGA-E2-A15H-01A-11R-A12D-07","BRCA.mRNA",-0.40375,2.69325,2.47616666666667
"TCGA-E2-A15I-11A-32R-A137-07","BRCA.mRNA",-0.01275,-1.878625,0.787333333333333
"TCGA-E2-A15I-01A-21R-A137-07","BRCA.mRNA",0.11275,2.858625,3.87258333333333
"TCGA-E2-A15J-01A-11R-A12P-07","BRCA.mRNA",0.49325,2.026875,2.28941666666667
"TCGA-E2-A15K-06A-11R-A12P-07","BRCA.mRNA",-0.376,2.59225,4.87908333333333
"TCGA-E2-A15K-01A-11R-A12P-07","BRCA.mRNA",-0.696,1.83925,4.41641666666667
"TCGA-E2-A15L-01A-11R-A12D-07","BRCA.mRNA",-0.924,1.9105,4.01108333333333
"TCGA-E2-A15M-11A-22R-A12D-07","BRCA.mRNA",0.206666666666667,-0.703375,2.26958333333333
"TCGA-E2-A15M-01A-11R-A12D-07","BRCA.mRNA",-0.7485,1.683125,3.53741666666667
"TCGA-E2-A15O-01A-11R-A115-07","BRCA.mRNA",-1.01825,2.22775,4.4195
"TCGA-E2-A15P-01A-11R-A115-07","BRCA.mRNA",-0.4775,1.69675,4.428
"TCGA-E2-A15R-01A-11R-A115-07","BRCA.mRNA",0.55375,2.822125,5.23433333333333
"TCGA-E2-A15S-01A-11R-A115-07","BRCA.mRNA",-0.32575,2.620375,3.91816666666667
"TCGA-E2-A15T-01A-11R-A115-07","BRCA.mRNA",-0.69575,3.38675,5.097
"TCGA-E2-A1AZ-01A-11R-A12P-07","BRCA.mRNA",-0.44725,-1.30025,-2.10416666666667
"TCGA-E2-A1B0-01A-11R-A12P-07","BRCA.mRNA",0.1885,-2.806875,-3.423
"TCGA-E2-A1B1-01A-21R-A12P-07","BRCA.mRNA",-1.174,1.2435,0.706
"TCGA-E2-A1B4-01A-11R-A12P-07","BRCA.mRNA",-0.7985,3.046875,4.74533333333333
"TCGA-E2-A1B5-01A-21R-A12P-07","BRCA.mRNA",0.3185,-1.202,-2.41016666666667
"TCGA-E2-A1B6-01A-31R-A12P-07","BRCA.mRNA",1.329,0.148625,0.792
"TCGA-E2-A1BC-11A-32R-A12P-07","BRCA.mRNA",1.34225,-2.9405,0.555666666666667
"TCGA-E2-A1BC-01A-11R-A12P-07","BRCA.mRNA",-0.9065,1.471,3.11383333333333
"TCGA-E2-A1BD-01A-11R-A12P-07","BRCA.mRNA",0.8755,1.700875,3.79466666666667
"TCGA-01-0628-11A-01R-0363-07","OV.mRNA",3.23125,-3.4605,3.0425
"TCGA-01-0639-11A-01R-0363-07","OV.mRNA",2.04325,-3.68925,3.1055
"TCGA-01-0642-11A-02R-0363-07","OV.mRNA",2.68275,-3.80875,2.60383333333333
"TCGA-04-1331-01A-01R-0436-07","OV.mRNA",4.3555,-4.350625,2.30108333333333
"TCGA-04-1332-01A-01R-0436-07","OV.mRNA",3.74475,-4.534375,1.84816666666667
"TCGA-04-1335-01A-01R-0436-07","OV.mRNA",3.15775,-3.8755,1.5495
"TCGA-04-1336-01A-01R-0436-07","OV.mRNA",4.616,-3.4525,2.58875
"TCGA-04-1337-01A-01R-0436-07","OV.mRNA",4.12425,-4.246,1.65458333333333
"TCGA-04-1338-01A-01R-0436-07","OV.mRNA",3.9745,-3.1515,0.665666666666667
"TCGA-04-1341-01A-01R-0436-07","OV.mRNA",4.61325,-4.25,2.51275
"TCGA-04-1342-01A-01R-0436-07","OV.mRNA",4.026,-3.986125,2.86516666666667
"TCGA-04-1343-01A-01R-0436-07","OV.mRNA",3.4325,-3.432625,2.87833333333333
"TCGA-04-1346-01A-01R-0436-07","OV.mRNA",3.7885,-3.214375,2.26925
"TCGA-04-1347-01A-01R-0436-07","OV.mRNA",4.3305,-4.31425,1.56458333333333
"TCGA-04-1348-01A-01R-0456-07","OV.mRNA",3.652,-4.460875,1.23791666666667
"TCGA-04-1349-01A-01R-0456-07","OV.mRNA",3.731,-4.127375,2.48466666666667
"TCGA-04-1350-01A-01R-0456-07","OV.mRNA",4.54525,-3.832375,1.63508333333333
"TCGA-04-1351-01A-01R-0456-07","OV.mRNA",4.0375,-5.239375,-1.92083333333333
"TCGA-04-1353-01A-01R-1050-07","OV.mRNA",3.89525,-4.72275,1.54466666666667
"TCGA-04-1356-01A-01R-0456-07","OV.mRNA",3.8755,-4.294375,0.938166666666667
"TCGA-04-1357-01A-01R-0456-07","OV.mRNA",3.8885,-3.511125,2.44316666666667
"TCGA-04-1360-01A-01R-0456-07","OV.mRNA",3.50925,-4.217625,0.829916666666667
"TCGA-04-1361-01A-01R-0456-07","OV.mRNA",2.26125,-5.552125,1.79425
"TCGA-04-1362-01A-01R-0456-07","OV.mRNA",3.5365,-4.704125,2.1535
"TCGA-04-1364-01A-01R-0456-07","OV.mRNA",3.074,-4.718375,0.769166666666667
"TCGA-04-1365-01A-01R-0456-07","OV.mRNA",3.67025,-4.442125,2.44675
"TCGA-04-1367-01A-01R-0456-07","OV.mRNA",4.45075,-5.295875,0.87975
"TCGA-04-1369-01A-02R-1050-07","OV.mRNA",4.69475,-5.26575,0.890583333333333
"TCGA-04-1371-01A-01R-0456-07","OV.mRNA",4.0025,-4.521375,0.112
"TCGA-04-1514-01A-01R-0504-07","OV.mRNA",3.77,-5.96325,2.78175
"TCGA-04-1516-01A-01R-1050-07","OV.mRNA",3.332,-4.496375,0.883833333333333
"TCGA-04-1517-01A-01R-0540-07","OV.mRNA",3.93375,-4.011875,3.31975
"TCGA-04-1519-01A-01R-0540-07","OV.mRNA",4.34025,-4.9755,2.54683333333333
"TCGA-04-1525-01A-01R-0540-07","OV.mRNA",3.79575,-4.660625,1.55391666666667
"TCGA-04-1530-01A-02R-0504-07","OV.mRNA",4.29475,-3.726125,2.32725
"TCGA-04-1536-01A-01R-0540-07","OV.mRNA",4.502,-2.661625,1.59091666666667
"TCGA-04-1542-01A-01R-0504-07","OV.mRNA",3.73825,-4.67825,1.53616666666667
"TCGA-04-1638-01A-01R-0584-07","OV.mRNA",1.28025,-2.265875,-0.432583333333333
"TCGA-04-1644-01B-01R-1050-07","OV.mRNA",4.02875,-4.867375,0.994583333333333
"TCGA-04-1646-01A-01R-0584-07","OV.mRNA",4.2725,-3.949,1.90033333333333
"TCGA-04-1648-01A-01R-0584-07","OV.mRNA",3.95,-4.512125,3.39458333333333
"TCGA-04-1649-01A-01R-0584-07","OV.mRNA",3.91,-3.61775,1.812
"TCGA-04-1651-01A-01R-0584-07","OV.mRNA",3.164,-2.901375,0.490166666666667
"TCGA-04-1652-01A-01R-0584-07","OV.mRNA",4.14925,-3.662,2.12508333333333
"TCGA-04-1654-01A-02R-0655-07","OV.mRNA",3.64925,-3.827125,1.46883333333333
"TCGA-04-1655-01A-01R-0566-07","OV.mRNA",4.68425,-4.784125,1.21041666666667
"TCGA-09-1659-01B-01R-0540-07","OV.mRNA",3.742,-4.701125,1.68508333333333
"TCGA-09-1661-01B-01R-0540-07","OV.mRNA",3.68375,-4.562625,1.8205
"TCGA-09-1662-01A-01R-0540-07","OV.mRNA",3.961,-4.6945,2.01383333333333
"TCGA-09-1664-01A-01R-0584-07","OV.mRNA",4.09975,-4.217,2.3285
"TCGA-09-1665-01B-01R-0540-07","OV.mRNA",4.58575,-4.154375,2.49591666666667
"TCGA-09-1666-01A-01R-0540-07","OV.mRNA",4.03125,-4.4935,1.67291666666667
"TCGA-09-1667-01C-01R-0540-07","OV.mRNA",4.0305,-4.524875,2.18891666666667
"TCGA-09-1668-01B-01R-0540-07","OV.mRNA",3.87275,-4.3205,1.35391666666667
"TCGA-09-1669-01A-01R-0540-07","OV.mRNA",3.555,-4.66,0.743916666666667
"TCGA-09-1670-01A-01R-0566-07","OV.mRNA",4.52875,-4.952375,3.01591666666667
"TCGA-09-1672-01A-01R-0566-07","OV.mRNA",4.47,-4.893375,2.31233333333333
"TCGA-09-1673-01A-01R-0566-07","OV.mRNA",3.91825,-5.231375,3.123
"TCGA-09-1674-01A-01R-0566-07","OV.mRNA",4.821,-5.34225,-2.00491666666667
"TCGA-09-1675-01B-01R-0566-07","OV.mRNA",4.62525,-4.705125,1.37108333333333
"TCGA-09-2043-01A-01R-0711-07","OV.mRNA",2.7465,-4.232,1.9965
"TCGA-09-2044-01B-01R-0711-07","OV.mRNA",3.68175,-4.847125,1.8695
"TCGA-09-2045-01A-01R-0711-07","OV.mRNA",3.91775,-4.518375,1.66383333333333
"TCGA-09-2048-01A-01R-0711-07","OV.mRNA",2.81075,-5.212375,0.558666666666667
"TCGA-09-2049-01D-01R-0711-07","OV.mRNA",3.2015,-5.349125,1.72575
"TCGA-09-2050-01A-01R-0711-07","OV.mRNA",3.694,-5.582875,1.38933333333333
"TCGA-09-2051-01A-01R-0711-07","OV.mRNA",3.152,-3.83525,1.91508333333333
"TCGA-09-2053-01C-01R-0670-07","OV.mRNA",4.93325,-4.4795,1.33283333333333
"TCGA-09-2054-01A-01R-0670-07","OV.mRNA",4.29875,-5.71175,-1.92225
"TCGA-09-2055-01B-01R-0711-07","OV.mRNA",3.88225,-5.00075,0.38825
"TCGA-09-2056-01B-01R-0670-07","OV.mRNA",4.46675,-5.15275,1.6025
"TCGA-10-0925-01B-01R-0655-07","OV.mRNA",3.755,-4.1635,1.77625
"TCGA-10-0926-01A-01R-0406-07","OV.mRNA",3.87475,-3.186375,-2.07841666666667
"TCGA-10-0927-01A-02R-0406-07","OV.mRNA",3.89275,-3.475375,1.44858333333333
"TCGA-10-0928-01A-02R-0406-07","OV.mRNA",3.35925,-3.468,1.569
"TCGA-10-0930-01A-02R-0406-07","OV.mRNA",3.85625,-3.5305,-2.09891666666667
"TCGA-10-0931-01A-01R-0406-07","OV.mRNA",2.9875,-3.79525,1.87025
"TCGA-10-0933-01A-01R-0406-07","OV.mRNA",-0.35875,-3.8415,0.240583333333333
"TCGA-10-0934-01A-02R-0406-07","OV.mRNA",2.586,-3.282625,2.512
"TCGA-10-0935-01A-02R-0406-07","OV.mRNA",4.439,-2.393125,0.882583333333334
"TCGA-10-0936-01A-01R-0406-07","OV.mRNA",3.31275,-3.359,2.17616666666667
"TCGA-10-0937-01A-02R-0406-07","OV.mRNA",3.1855,-3.40275,1.65675
"TCGA-10-0938-01A-02R-0406-07","OV.mRNA",3.0145,-3.7025,1.102
"TCGA-13-0720-01A-01R-0363-07","OV.mRNA",3.2525,-3.3445,2.16383333333333
"TCGA-13-0751-01A-01R-0363-07","OV.mRNA",2.83675,-3.3555,1.88341666666667
"TCGA-13-0755-01A-01R-0363-07","OV.mRNA",3.07275,-2.7585,1.66791666666667
"TCGA-13-0765-01A-01R-0363-07","OV.mRNA",3.69325,-3.499125,1.41991666666667
"TCGA-13-0766-01A-02R-0363-07","OV.mRNA",2.21875,-3.406625,0.683916666666667
"TCGA-13-0791-02A-01R-0810-07","OV.mRNA",4.0675,-3.91125,1.50141666666667
"TCGA-13-0797-01A-01R-0363-07","OV.mRNA",3.245,-3.624875,1.72091666666667
"TCGA-13-0799-01A-01R-0363-07","OV.mRNA",3.41125,-3.6695,1.48375
"TCGA-13-0807-01B-01R-0406-07","OV.mRNA",2.67525,-2.995,1.38125
"TCGA-13-0883-01A-02R-0406-07","OV.mRNA",3.51625,-2.97375,2.61275
"TCGA-13-0884-01B-01R-0456-07","OV.mRNA",3.329,-3.80075,1.58933333333333
"TCGA-13-0885-01A-02R-0406-07","OV.mRNA",2.88925,-3.063875,2.91316666666667
"TCGA-13-0886-01A-01R-0406-07","OV.mRNA",3.541,-3.169375,2.33941666666667
"TCGA-13-0887-01A-01R-0406-07","OV.mRNA",3.32725,-3.534375,0.662833333333333
"TCGA-13-0888-01A-01R-0406-07","OV.mRNA",4.155,-3.489,0.243
"TCGA-13-0889-01A-01R-0406-07","OV.mRNA",3.74375,-3.334375,1.73741666666667
"TCGA-13-0890-01A-01R-0406-07","OV.mRNA",2.7625,-3.952875,-0.616416666666667
"TCGA-13-0891-01A-01R-0406-07","OV.mRNA",2.55375,-2.080375,2.03366666666667
"TCGA-13-0893-01B-01R-0456-07","OV.mRNA",4.306,-4.339125,0.997083333333333
"TCGA-13-0894-01B-01R-0456-07","OV.mRNA",4.32225,-3.801375,-0.14925
"TCGA-13-0897-01A-01R-0406-07","OV.mRNA",2.856,-3.260125,1.47825
"TCGA-13-0899-01A-01R-0406-07","OV.mRNA",3.4365,-3.472,0.86025
"TCGA-13-0900-01B-01R-0456-07","OV.mRNA",3.7705,-3.572875,1.29766666666667
"TCGA-13-0901-01B-01R-0456-07","OV.mRNA",3.8555,-3.944875,1.69858333333333
"TCGA-13-0903-01A-01R-0406-07","OV.mRNA",2.62175,-3.356,1.59316666666667
"TCGA-13-0904-01A-02R-0406-07","OV.mRNA",3.269,-3.50275,2.78841666666667
"TCGA-13-0905-01B-01R-0456-07","OV.mRNA",3.75375,-5.023875,1.92691666666667
"TCGA-13-0906-01A-01R-0406-07","OV.mRNA",3.38675,-3.280875,0.593083333333333
"TCGA-13-0908-01B-01R-0456-07","OV.mRNA",3.14825,-4.088875,1.048
"TCGA-13-0910-01A-01R-0406-07","OV.mRNA",3.782,-3.81875,2.28391666666667
"TCGA-13-0911-01A-01R-0406-07","OV.mRNA",3.23075,-3.947375,0.888
"TCGA-13-0912-01A-01R-0406-07","OV.mRNA",3.993,-3.074625,1.61366666666667
"TCGA-13-0913-01A-01R-0406-07","OV.mRNA",2.83425,-3.611125,1.57391666666667
"TCGA-13-0913-02A-01R-0810-07","OV.mRNA",2.652,-4.175125,1.13991666666667
"TCGA-13-0916-01A-01R-0406-07","OV.mRNA",-0.2935,-3.664125,2.675
"TCGA-13-0919-01A-01R-0406-07","OV.mRNA",3.163,-3.327875,-0.418916666666667
"TCGA-13-0920-01A-01R-0406-07","OV.mRNA",4.08725,-4.134375,1.49241666666667
"TCGA-13-0921-01A-01R-0406-07","OV.mRNA",2.908,-3.468875,1.5505
"TCGA-13-0923-01A-01R-0406-07","OV.mRNA",3.6305,-3.363,2.49675
"TCGA-13-0924-01A-01R-0406-07","OV.mRNA",2.4485,-3.59325,0.718166666666667
"TCGA-13-1403-01A-01R-0456-07","OV.mRNA",3.7875,-4.749625,1.44833333333333
"TCGA-13-1404-01A-01R-0456-07","OV.mRNA",2.36775,-4.72525,0.336916666666667
"TCGA-13-1405-01A-01R-0456-07","OV.mRNA",4.08,-4.670125,1.28908333333333
"TCGA-13-1407-01A-01R-0456-07","OV.mRNA",4.31825,-5.95625,1.76275
"TCGA-13-1408-01A-01R-0456-07","OV.mRNA",3.67125,-3.102375,1.01183333333333
"TCGA-13-1409-01A-01R-0456-07","OV.mRNA",4.404,-3.194875,2.6375
"TCGA-13-1410-01A-01R-0456-07","OV.mRNA",4.05425,-4.40875,0.34075
"TCGA-13-1411-01A-01R-0456-07","OV.mRNA",4.48625,-3.990125,-0.253166666666667
"TCGA-13-1412-01A-01R-0456-07","OV.mRNA",4.1465,-4.423375,0.79075
"TCGA-13-1477-01A-01R-0479-07","OV.mRNA",3.77,-3.918375,1.55858333333333
"TCGA-13-1481-01A-01R-0479-07","OV.mRNA",4.2535,-4.379,-0.0851666666666667
"TCGA-13-1482-01A-01R-0479-07","OV.mRNA",4.3675,-4.79975,2.05491666666667
"TCGA-13-1483-01A-01R-0479-07","OV.mRNA",3.76725,-4.0925,1.285
"TCGA-13-1484-01A-01R-0479-07","OV.mRNA",4.60025,-3.8285,1.29533333333333
"TCGA-13-1485-01A-02R-0479-07","OV.mRNA",3.573,-4.097375,1.64925
"TCGA-13-1487-01A-01R-0479-07","OV.mRNA",4.882,-5.214,2.64316666666667
"TCGA-13-1488-01A-01R-0479-07","OV.mRNA",4.57625,-4.5205,2.34375
"TCGA-13-1489-01A-01R-0479-07","OV.mRNA",4.49675,-4.410375,1.19325
"TCGA-13-1489-02A-01R-0810-07","OV.mRNA",3.63275,-4.213125,0.13875
"TCGA-13-1491-01A-01R-0479-07","OV.mRNA",4.36925,-5.2035,0.812416666666667
"TCGA-13-1492-01A-01R-0479-07","OV.mRNA",-0.97275,-3.09175,-0.577
"TCGA-13-1494-01A-01R-0479-07","OV.mRNA",3.822,-4.767375,0.958833333333333
"TCGA-13-1495-01A-01R-0479-07","OV.mRNA",4.71975,-4.9065,1.935
"TCGA-13-1496-01A-01R-0479-07","OV.mRNA",4.463,-4.49575,1.852
"TCGA-13-1497-01A-01R-0479-07","OV.mRNA",3.50625,-4.402875,1.31491666666667
"TCGA-13-1498-01A-01R-0479-07","OV.mRNA",4.39375,-4.345,3.39141666666667
"TCGA-13-1499-01A-01R-0479-07","OV.mRNA",3.81375,-3.84875,-0.129833333333333
"TCGA-13-1500-01A-01R-0479-07","OV.mRNA",3.99775,-4.45525,2.5895
"TCGA-13-1501-01A-01R-0479-07","OV.mRNA",4.24625,-4.23125,1.31716666666667
"TCGA-13-1504-01A-01R-0479-07","OV.mRNA",3.84675,-4.114875,2.64833333333333
"TCGA-13-1505-01A-01R-0479-07","OV.mRNA",3.47225,-5.029875,1.91875
"TCGA-13-1506-01A-01R-0479-07","OV.mRNA",3.87875,-5.244,0.91475
"TCGA-13-1507-01A-01R-0479-07","OV.mRNA",3.982,-4.014375,1.34083333333333
"TCGA-13-1509-01A-01R-0479-07","OV.mRNA",3.8855,-4.2255,1.45233333333333
"TCGA-13-1510-01A-02R-0479-07","OV.mRNA",4.47625,-4.42275,2.61258333333333
"TCGA-13-1511-01A-01R-0479-07","OV.mRNA",4.3245,-4.280875,1.43825
"TCGA-13-1512-01A-01R-0479-07","OV.mRNA",4.1365,-2.7595,-1.2005
"TCGA-13-1817-01A-01R-0810-07","OV.mRNA",0.444,-4.55625,-2.47158333333333
"TCGA-13-1817-02A-01R-0810-07","OV.mRNA",-0.87125,-4.38775,0.359916666666667
"TCGA-13-1819-01A-01R-0810-07","OV.mRNA",3.439,-5.065875,1.79766666666667
"TCGA-13-1819-02A-01R-0810-07","OV.mRNA",2.6795,-4.505,2.03408333333333
"TCGA-13-2057-01A-02R-1050-07","OV.mRNA",4.1925,-4.56275,1.30491666666667
"TCGA-13-2059-01A-01R-1050-07","OV.mRNA",3.12575,-4.409125,1.60783333333333
"TCGA-13-2060-01A-01R-0711-07","OV.mRNA",4.24875,-4.719125,0.731
"TCGA-13-2061-01A-01R-1050-07","OV.mRNA",3.81825,-4.704,2.50583333333333
"TCGA-13-2065-01A-01R-1050-07","OV.mRNA",2.6545,-4.2155,2.33383333333333
"TCGA-13-2066-01A-01R-1050-07","OV.mRNA",3.85475,-5.208625,0.756833333333333
"TCGA-13-2071-01A-02R-1050-07","OV.mRNA",3.53475,-4.3075,1.8425
"TCGA-20-0987-01A-02R-0436-07","OV.mRNA",3.63825,-3.824375,0.325416666666667
"TCGA-20-0990-01A-01R-0436-07","OV.mRNA",4.37625,-4.55675,1.767
"TCGA-20-0991-01A-01R-0436-07","OV.mRNA",3.8005,-3.910375,2.71358333333333
"TCGA-20-0996-01A-02R-0436-07","OV.mRNA",3.9095,-3.8405,2.93925
"TCGA-20-1682-01A-01R-0566-07","OV.mRNA",2.40025,-3.26725,-0.504833333333333
"TCGA-20-1683-01A-01R-0566-07","OV.mRNA",4.07925,-3.661875,0.47225
"TCGA-20-1684-01A-01R-0566-07","OV.mRNA",3.64575,-5.781875,1.59975
"TCGA-20-1685-01A-01R-0566-07","OV.mRNA",4.347,-4.83175,1.78558333333333
"TCGA-20-1686-01A-01R-0566-07","OV.mRNA",2.52825,-4.366625,0.877666666666667
"TCGA-20-1687-01A-01R-0566-07","OV.mRNA",4.31075,-4.3515,1.982
"TCGA-23-1021-01B-01R-0436-07","OV.mRNA",4.51825,-3.164625,1.37608333333333
"TCGA-23-1022-01A-01R-0436-07","OV.mRNA",4.55075,-3.6935,0.88425
"TCGA-23-1023-01R-01R-0810-07","OV.mRNA",3.4365,-2.654875,-3.46925
"TCGA-23-1024-01A-02R-0436-07","OV.mRNA",4.0575,-3.806625,1.3775
"TCGA-23-1026-01B-01R-0436-07","OV.mRNA",3.97225,-4.163375,1.24483333333333
"TCGA-23-1027-01A-02R-0436-07","OV.mRNA",3.36925,-4.179375,1.25266666666667
"TCGA-23-1028-01A-01R-0436-07","OV.mRNA",3.409,-4.14175,1.62733333333333
"TCGA-23-1029-01B-01R-0584-07","OV.mRNA",3.968,-5.057,2.78575
"TCGA-23-1030-01A-02R-0436-07","OV.mRNA",4.27125,-4.1145,0.8535
"TCGA-23-1031-01A-01R-0436-07","OV.mRNA",3.94425,-4.8535,0.427166666666667
"TCGA-23-1032-01A-02R-0436-07","OV.mRNA",4.504,-4.85975,0.4495
"TCGA-23-1107-01A-01R-0436-07","OV.mRNA",3.709,-3.51025,2.6595
"TCGA-23-1109-01A-01R-0436-07","OV.mRNA",4.27225,-4.7055,2.23641666666667
"TCGA-23-1110-01A-01R-0436-07","OV.mRNA",4.5595,-5.177,0.823666666666667
"TCGA-23-1111-01A-01R-0584-07","OV.mRNA",3.79525,-4.206875,2.372
"TCGA-23-1113-01A-01R-0436-07","OV.mRNA",4.2755,-3.9715,1.60766666666667
"TCGA-23-1114-01B-01R-0566-07","OV.mRNA",4.6,-5.467625,1.73158333333333
"TCGA-23-1116-01A-01R-0436-07","OV.mRNA",3.74225,-3.539625,1.11466666666667
"TCGA-23-1117-01A-02R-0436-07","OV.mRNA",3.8305,-3.45475,1.982
"TCGA-23-1118-01A-01R-0436-07","OV.mRNA",4.264,-4.043125,1.39375
"TCGA-23-1119-01A-02R-0436-07","OV.mRNA",3.64025,-3.97925,1.86516666666667
"TCGA-23-1120-01A-02R-0436-07","OV.mRNA",4.77075,-3.88275,2.85841666666667
"TCGA-23-1121-01A-01R-0436-07","OV.mRNA",4.61225,-4.2545,1.51283333333333
"TCGA-23-1122-01A-01R-0436-07","OV.mRNA",4.40875,-3.942875,1.73583333333333
"TCGA-23-1123-01A-01R-0436-07","OV.mRNA",4.30775,-3.907375,1.17966666666667
"TCGA-23-1124-01A-01R-0436-07","OV.mRNA",4.2615,-3.6215,1.35541666666667
"TCGA-23-1809-01A-01R-0566-07","OV.mRNA",3.2475,-4.443875,-3.42766666666667
"TCGA-23-2072-01A-01R-0670-07","OV.mRNA",4.40825,-5.898625,1.49516666666667
"TCGA-23-2077-01A-01R-0670-07","OV.mRNA",3.37925,-4.85975,1.50616666666667
"TCGA-23-2078-01A-01R-0670-07","OV.mRNA",4.43175,-3.71125,1.14333333333333
"TCGA-23-2079-01A-01R-0670-07","OV.mRNA",3.28025,-4.3905,2.2215
"TCGA-23-2081-01A-01R-0670-07","OV.mRNA",3.69525,-3.746875,1.86075
"TCGA-23-2084-01A-02R-0670-07","OV.mRNA",3.99275,-5.385875,0.52425
"TCGA-23-2641-01A-01R-1050-07","OV.mRNA",2.99025,-3.519625,2.41641666666667
"TCGA-23-2643-01A-01R-1050-07","OV.mRNA",3.7415,-4.46675,3.22058333333333
"TCGA-23-2645-01A-01R-1050-07","OV.mRNA",3.78475,-2.9235,-1.80708333333333
"TCGA-23-2647-01A-01R-1050-07","OV.mRNA",3.73525,-4.2845,1.27033333333333
"TCGA-23-2649-01A-01R-1050-07","OV.mRNA",3.7785,-4.353625,2.02933333333333
"TCGA-24-0966-01A-01R-0406-07","OV.mRNA",3.196,-3.4485,1.84866666666667
"TCGA-24-0968-01A-01R-0436-07","OV.mRNA",3.1335,-3.49525,1.12
